Float,Weapon Name,Skin Name,Single Cost ($),10x Cost ($),Average Profit ($),Net Profit ($),Net Profit After Steam ($),ROI %
0.12,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.12,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.12,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.12,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.13,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.14,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.15,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.15,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.15,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.15,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.15,Five-SeveN,Monkey Business,2.64,26.4,26.61,0.21,0.18,0.68
0.15,Five-SeveN,Monkey Business,2.64,26.4,16.82,-9.58,-8.38,-31.74
0.15,Five-SeveN,Monkey Business,2.64,26.4,16.82,-9.58,-8.38,-31.74
0.15,Five-SeveN,Monkey Business,2.64,26.4,16.82,-9.58,-8.38,-31.74
0.15,Five-SeveN,Monkey Business,2.64,26.4,16.82,-9.58,-8.38,-31.74
0.15,Five-SeveN,Monkey Business,2.64,26.4,16.82,-9.58,-8.38,-31.74
0.16,Five-SeveN,Monkey Business,2.64,26.4,16.82,-9.58,-8.38,-31.74
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.16,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.17,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.18,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.19,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.2,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.21,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.22,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.23,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.24,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.25,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.26,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.27,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.28,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.29,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.3,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.31,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
0.31,Five-SeveN,Monkey Business,2.64,26.4,15.04,-11.36,-9.94,-37.65
