itemID,itemType,itemMarketName,medianPrice
176097796,Knife,★ Survival Knife | Safari Mesh (Minimal Wear),108.89
176097567,Knife,★ StatTrak™ Paracord Knife | Blue Steel (Field-Tested),197.06
176099252,Knife,★ Nomad Knife | Night Stripe (Well-Worn),187.63
176097713,Knife,★ Skeleton Knife | Boreal Forest (Well-Worn),301.96
176099479,Knife,★ StatTrak™ Paracord Knife | Night Stripe (Field-Tested),150.2
176097718,Knife,★ Nomad Knife | Slaughter (Field-Tested),515.37
176097628,Knife,★ Paracord Knife | Safari Mesh (Battle-Scarred),119.94
176098888,Knife,★ StatTrak™ Paracord Knife | Crimson Web (Field-Tested),302.29
176098651,Knife,★ StatTrak™ Skeleton Knife | Blue Steel (Minimal Wear),583.14
176098353,Knife,★ StatTrak™ Survival Knife | Case Hardened (Well-Worn),203.65
176097900,Knife,★ StatTrak™ Paracord Knife | Slaughter (Factory New),466.64
176097794,Knife,★ Nomad Knife | Forest DDPAT (Battle-Scarred),147.57
176098617,Knife,★ StatTrak™ Classic Knife | Case Hardened (Factory New),
176097689,Knife,★ StatTrak™ Paracord Knife | Blue Steel (Minimal Wear),221.28
176099666,Knife,★ StatTrak™ Skeleton Knife | Night Stripe (Well-Worn),353.48
176097632,Knife,★ StatTrak™ Paracord Knife | Scorched (Battle-Scarred),111.64
176097589,Knife,★ Paracord Knife | Safari Mesh (Well-Worn),108.21
176099489,Knife,★ StatTrak™ Nomad Knife | Forest DDPAT (Battle-Scarred),150.15
176097935,Knife,★ StatTrak™ Paracord Knife | Blue Steel (Well-Worn),164.14
176100759,Knife,★ Skeleton Knife | Boreal Forest (Factory New),398.22
176098522,Knife,★ StatTrak™ Survival Knife | Slaughter (Minimal Wear),329.98
176100379,Knife,★ Paracord Knife | Stained (Factory New),209.22
176097455,Knife,★ Paracord Knife | Night Stripe (Well-Worn),149.0
176100720,Knife,★ Classic Knife | Forest DDPAT (Factory New),306.33
176097937,Knife,★ Skeleton Knife | Forest DDPAT (Battle-Scarred),286.98
176097787,Knife,★ Skeleton Knife | Case Hardened (Factory New),1511.0
176103267,Knife,★ StatTrak™ Nomad Knife | Safari Mesh (Minimal Wear),161.57
176105360,Knife,★ StatTrak™ Nomad Knife | Stained (Factory New),811.41
176099409,Knife,★ StatTrak™ Paracord Knife | Stained (Well-Worn),161.94
176103240,Knife,★ Nomad Knife | Scorched (Factory New),199.9
176098335,Knife,★ StatTrak™ Paracord Knife | Case Hardened (Minimal Wear),349.0
176104367,Knife,★ StatTrak™ Survival Knife | Slaughter (Field-Tested),282.34
176101316,Knife,★ StatTrak™ Nomad Knife | Blue Steel (Well-Worn),295.91
176101445,Knife,★ StatTrak™ Paracord Knife | Safari Mesh (Minimal Wear),132.08
176107988,Knife,★ StatTrak™ Nomad Knife | Night Stripe (Minimal Wear),230.0
176098060,Knife,★ StatTrak™ Skeleton Knife | Stained (Well-Worn),457.93
176100727,Knife,★ Nomad Knife | Stained (Factory New),377.95
176097818,Knife,★ StatTrak™ Paracord Knife | Stained (Battle-Scarred),136.12
176108870,Knife,★ StatTrak™ Survival Knife | Blue Steel (Battle-Scarred),158.84
176109884,Knife,★ StatTrak™ Paracord Knife | Urban Masked (Battle-Scarred),109.97
176104734,Knife,★ StatTrak™ Paracord Knife | Case Hardened (Field-Tested),253.75
176112957,Knife,★ StatTrak™ Paracord Knife | Forest DDPAT (Factory New),274.41
176114611,Knife,★ StatTrak™ Skeleton Knife | Safari Mesh (Minimal Wear),297.13
176107743,Knife,★ StatTrak™ Stiletto Knife | Night Stripe (Factory New),271.83
176099222,Knife,★ Paracord Knife | Blue Steel (Factory New),242.13
176114494,Knife,★ StatTrak™ Skeleton Knife | Stained (Factory New),1039.38
49691402,Knife,★ StatTrak™ Falchion Knife | Scorched (Minimal Wear),115.01
176105309,Knife,★ StatTrak™ Paracord Knife | Night Stripe (Well-Worn),150.78
176189784,Knife,★ StatTrak™ Skeleton Knife | Scorched (Factory New),1864.38
176188523,Knife,★ StatTrak™ Paracord Knife | Stained (Factory New),
176193424,Knife,★ Nomad Knife | Urban Masked (Factory New),154.47
176195835,Knife,★ Nomad Knife | Forest DDPAT (Factory New),
176097780,Knife,★ StatTrak™ Nomad Knife | Case Hardened (Factory New),603.75
176143501,Knife,★ StatTrak™ Navaja Knife | Ultraviolet (Factory New),464.02
176189936,Knife,★ Paracord Knife | Forest DDPAT (Factory New),213.54
176211378,Knife,★ StatTrak™ Nomad Knife | Blue Steel (Factory New),254.32
176115440,Knife,★ StatTrak™ Skeleton Knife | Urban Masked (Well-Worn),299.54
176213248,Knife,★ StatTrak™ Paracord Knife | Scorched (Factory New),269.52
176213489,Knife,★ StatTrak™ Flip Knife | Ultraviolet (Factory New),1219.01
176218810,Knife,★ StatTrak™ Navaja Knife | Boreal Forest (Factory New),162.5
176098507,Knife,★ StatTrak™ Classic Knife | Blue Steel (Factory New),316.88
176188579,Knife,★ Paracord Knife | Safari Mesh (Factory New),139.18
10288023,Knife,★ StatTrak™ Flip Knife | Scorched (Factory New),336.6
176223079,Knife,★ StatTrak™ Skeleton Knife | Boreal Forest (Factory New),798.9
176224766,Knife,★ StatTrak™ Stiletto Knife | Urban Masked (Factory New),
176228528,Knife,★ StatTrak™ Skeleton Knife | Blue Steel (Factory New),
162901285,Knife,★ StatTrak™ Falchion Knife | Safari Mesh (Factory New),
176102496,Knife,★ StatTrak™ Survival Knife | Case Hardened (Factory New),284.32
175874096,Knife,★ StatTrak™ Bowie Knife | Night (Factory New),497.44
176238597,Knife,★ StatTrak™ Paracord Knife | Blue Steel (Factory New),217.64
176244817,Knife,★ StatTrak™ Paracord Knife | Safari Mesh (Factory New),
176203276,Knife,★ Skeleton Knife | Scorched (Factory New),395.0
176247372,Knife,★ StatTrak™ Nomad Knife | Forest DDPAT (Factory New),305.14
176256393,Knife,★ StatTrak™ Skeleton Knife | Safari Mesh (Factory New),
14476918,Knife,★ StatTrak™ Flip Knife | Safari Mesh (Factory New),400.0
176263201,Knife,★ Shadow Daggers | Gamma Doppler (Factory New),317.88
176263235,Knife,★ Bowie Knife | Bright Water (Field-Tested),183.93
176263098,Knife,★ Huntsman Knife | Gamma Doppler (Factory New),647.45
176263220,Knife,★ Shadow Daggers | Lore (Field-Tested),248.83
176263222,Knife,★ Falchion Knife | Bright Water (Field-Tested),173.64
176263216,Knife,★ Falchion Knife | Black Laminate (Battle-Scarred),170.75
176263139,Knife,★ Falchion Knife | Gamma Doppler (Factory New),550.0
176263140,Knife,★ Falchion Knife | Autotronic (Field-Tested),260.0
176263320,Knife,★ Falchion Knife | Autotronic (Minimal Wear),254.88
176263329,Knife,★ Bowie Knife | Bright Water (Factory New),231.38
176263331,Knife,★ StatTrak™ Bowie Knife | Bright Water (Factory New),180.22
176263306,Knife,★ Butterfly Knife | Freehand (Minimal Wear),1164.0
176263308,Knife,★ Falchion Knife | Black Laminate (Well-Worn),174.83
176263311,Knife,★ Bowie Knife | Lore (Battle-Scarred),224.73
176263441,Knife,★ StatTrak™ Shadow Daggers | Autotronic (Minimal Wear),141.19
176263343,Knife,★ Bowie Knife | Freehand (Well-Worn),140.43
176263381,Knife,★ Butterfly Knife | Autotronic (Battle-Scarred),1360.61
176263399,Knife,★ StatTrak™ Huntsman Knife | Freehand (Field-Tested),155.25
176263408,Knife,★ Shadow Daggers | Lore (Battle-Scarred),160.27
176263421,Knife,★ Falchion Knife | Lore (Factory New),298.26
176263501,Knife,★ StatTrak™ Falchion Knife | Freehand (Battle-Scarred),128.53
176263286,Knife,★ Shadow Daggers | Bright Water (Minimal Wear),142.26
176263473,Knife,★ StatTrak™ Falchion Knife | Freehand (Well-Worn),147.81
176263482,Knife,★ Shadow Daggers | Freehand (Well-Worn),99.01
176263056,Knife,★ Bowie Knife | Freehand (Factory New),289.93
176263230,Knife,★ StatTrak™ Shadow Daggers | Bright Water (Field-Tested),110.27
176263225,Knife,★ Falchion Knife | Lore (Field-Tested),291.17
176263226,Knife,★ Bowie Knife | Lore (Minimal Wear),370.0
176263223,Knife,★ Bowie Knife | Gamma Doppler (Factory New),594.96
176263213,Knife,★ Butterfly Knife | Lore (Battle-Scarred),1229.58
176263200,Knife,★ Huntsman Knife | Freehand (Field-Tested),207.9
176263218,Knife,★ Butterfly Knife | Bright Water (Factory New),1274.91
176263215,Knife,★ Huntsman Knife | Autotronic (Field-Tested),314.75
176263182,Knife,★ Shadow Daggers | Black Laminate (Well-Worn),131.41
176263187,Knife,★ Shadow Daggers | Black Laminate (Field-Tested),138.88
176263193,Knife,★ Bowie Knife | Autotronic (Field-Tested),287.51
176263194,Knife,★ Huntsman Knife | Lore (Field-Tested),400.0
176263195,Knife,★ Bowie Knife | Black Laminate (Well-Worn),219.11
176263196,Knife,★ Bowie Knife | Freehand (Minimal Wear),247.79
176263204,Knife,★ Huntsman Knife | Bright Water (Field-Tested),186.69
176263207,Knife,★ Falchion Knife | Bright Water (Factory New),187.28
176263208,Knife,★ Huntsman Knife | Black Laminate (Field-Tested),265.26
176263173,Knife,★ Falchion Knife | Black Laminate (Field-Tested),180.61
176263162,Knife,★ Huntsman Knife | Autotronic (Well-Worn),187.37
176263163,Knife,★ Huntsman Knife | Freehand (Factory New),236.87
176263156,Knife,★ Shadow Daggers | Bright Water (Field-Tested),130.46
176263141,Knife,★ Shadow Daggers | Freehand (Field-Tested),159.77
176262942,Knife,★ Falchion Knife | Freehand (Field-Tested),214.42
176262938,Knife,★ Falchion Knife | Lore (Minimal Wear),322.82
176262929,Knife,★ Butterfly Knife | Black Laminate (Well-Worn),1052.3
176263024,Knife,★ StatTrak™ Bowie Knife | Autotronic (Field-Tested),215.24
176263008,Knife,★ Bowie Knife | Bright Water (Minimal Wear),208.71
176262680,Knife,★ Huntsman Knife | Bright Water (Minimal Wear),224.31
176263189,Knife,★ Bowie Knife | Lore (Field-Tested),377.65
176263198,Knife,★ Shadow Daggers | Lore (Well-Worn),217.48
176263199,Knife,★ Shadow Daggers | Autotronic (Field-Tested),163.15
176263219,Knife,★ Bowie Knife | Black Laminate (Battle-Scarred),181.43
176263282,Knife,★ Butterfly Knife | Black Laminate (Minimal Wear),1262.34
176263313,Knife,★ Shadow Daggers | Autotronic (Minimal Wear),188.73
176263245,Knife,★ StatTrak™ Huntsman Knife | Black Laminate (Minimal Wear),228.71
176263287,Knife,★ Falchion Knife | Gamma Doppler (Minimal Wear),307.92
176263288,Knife,★ Butterfly Knife | Bright Water (Field-Tested),1036.17
176263290,Knife,★ StatTrak™ Falchion Knife | Lore (Field-Tested),208.91
176263291,Knife,★ Falchion Knife | Freehand (Factory New),229.69
176263294,Knife,★ Huntsman Knife | Freehand (Well-Worn),143.4
176263301,Knife,★ Shadow Daggers | Freehand (Factory New),217.66
176263302,Knife,★ Shadow Daggers | Bright Water (Factory New),137.62
176263256,Knife,★ Butterfly Knife | Black Laminate (Field-Tested),1176.52
176263274,Knife,★ Butterfly Knife | Autotronic (Minimal Wear),1714.19
176263276,Knife,★ Bowie Knife | Black Laminate (Field-Tested),220.18
176263278,Knife,★ Butterfly Knife | Lore (Well-Worn),1455.9
176263281,Knife,★ Shadow Daggers | Lore (Factory New),348.1
176263246,Knife,★ Butterfly Knife | Freehand (Field-Tested),1061.67
176263247,Knife,★ Butterfly Knife | Bright Water (Minimal Wear),1161.53
176263248,Knife,★ Butterfly Knife | Freehand (Factory New),1267.45
176263252,Knife,★ Shadow Daggers | Autotronic (Battle-Scarred),152.41
176263239,Knife,★ Huntsman Knife | Black Laminate (Minimal Wear),280.01
176263236,Knife,★ Bowie Knife | Autotronic (Minimal Wear),331.76
176263259,Knife,★ Huntsman Knife | Freehand (Minimal Wear),255.01
176263264,Knife,★ Huntsman Knife | Lore (Minimal Wear),415.01
176263267,Knife,★ Shadow Daggers | Black Laminate (Minimal Wear),143.1
176263268,Knife,★ Huntsman Knife | Black Laminate (Well-Worn),268.45
176263243,Knife,★ Shadow Daggers | Freehand (Minimal Wear),183.03
176263149,Knife,★ Huntsman Knife | Bright Water (Factory New),249.31
176263165,Knife,★ Shadow Daggers | Lore (Minimal Wear),248.82
176263272,Knife,★ Huntsman Knife | Black Laminate (Battle-Scarred),268.26
176263057,Knife,★ Falchion Knife | Black Laminate (Minimal Wear),167.88
176263266,Knife,★ StatTrak™ Shadow Daggers | Autotronic (Field-Tested),140.21
176263210,Knife,★ Butterfly Knife | Lore (Field-Tested),1800.0
176263202,Knife,★ Huntsman Knife | Autotronic (Battle-Scarred),230.0
176263289,Knife,★ StatTrak™ Shadow Daggers | Freehand (Field-Tested),113.34
176263212,Knife,★ Falchion Knife | Autotronic (Battle-Scarred),209.35
176263315,Knife,★ StatTrak™ Shadow Daggers | Lore (Field-Tested),204.69
176263387,Knife,★ StatTrak™ Bowie Knife | Bright Water (Minimal Wear),144.26
176263295,Knife,★ Butterfly Knife | Black Laminate (Battle-Scarred),1150.0
176263293,Knife,★ Huntsman Knife | Bright Water (Well-Worn),136.57
176263392,Knife,★ StatTrak™ Huntsman Knife | Bright Water (Factory New),172.05
176263232,Knife,★ StatTrak™ Shadow Daggers | Freehand (Factory New),162.01
176263285,Knife,★ Bowie Knife | Autotronic (Factory New),285.14
176263386,Knife,★ Butterfly Knife | Freehand (Battle-Scarred),705.5
176263307,Knife,★ StatTrak™ Bowie Knife | Autotronic (Minimal Wear),276.31
176263365,Knife,★ StatTrak™ Huntsman Knife | Bright Water (Field-Tested),134.26
176263335,Knife,★ StatTrak™ Shadow Daggers | Autotronic (Factory New),256.36
176263217,Knife,★ Butterfly Knife | Bright Water (Well-Worn),801.79
176263262,Knife,★ Bowie Knife | Lore (Factory New),527.42
176263348,Knife,★ Shadow Daggers | Black Laminate (Battle-Scarred),133.0
176263384,Knife,★ StatTrak™ Huntsman Knife | Autotronic (Field-Tested),258.65
176263221,Knife,★ StatTrak™ Bowie Knife | Lore (Field-Tested),280.01
176263190,Knife,★ Bowie Knife | Black Laminate (Minimal Wear),239.3
176263493,Knife,★ StatTrak™ Butterfly Knife | Black Laminate (Well-Worn),928.99
176263490,Knife,★ StatTrak™ Shadow Daggers | Bright Water (Factory New),130.48
176263487,Knife,★ StatTrak™ Butterfly Knife | Bright Water (Well-Worn),1050.0
176263481,Knife,★ StatTrak™ Falchion Knife | Lore (Factory New),377.68
176263478,Knife,★ Falchion Knife | Bright Water (Battle-Scarred),112.7
176263474,Knife,★ StatTrak™ Butterfly Knife | Lore (Battle-Scarred),1024.22
176263463,Knife,★ StatTrak™ Butterfly Knife | Bright Water (Minimal Wear),1083.59
176263461,Knife,★ Bowie Knife | Black Laminate (Factory New),221.32
176263447,Knife,★ StatTrak™ Butterfly Knife | Black Laminate (Minimal Wear),1302.28
176263418,Knife,★ Shadow Daggers | Bright Water (Well-Worn),96.38
176263279,Knife,★ Shadow Daggers | Autotronic (Factory New),146.37
176263312,Knife,★ StatTrak™ Butterfly Knife | Bright Water (Factory New),1686.47
176263424,Knife,★ StatTrak™ Falchion Knife | Bright Water (Factory New),171.37
176263402,Knife,★ Shadow Daggers | Autotronic (Well-Worn),128.54
176263445,Knife,★ Huntsman Knife | Gamma Doppler (Minimal Wear),339.41
176263400,Knife,★ StatTrak™ Falchion Knife | Autotronic (Factory New),418.58
176263345,Knife,★ StatTrak™ Falchion Knife | Freehand (Factory New),222.19
176263373,Knife,★ StatTrak™ Falchion Knife | Lore (Minimal Wear),235.69
176263368,Knife,★ StatTrak™ Butterfly Knife | Black Laminate (Field-Tested),1173.47
176263325,Knife,★ Bowie Knife | Autotronic (Battle-Scarred),217.0
176263370,Knife,★ Butterfly Knife | Freehand (Well-Worn),848.94
176263425,Knife,★ Shadow Daggers | Black Laminate (Factory New),119.75
176263375,Knife,★ StatTrak™ Shadow Daggers | Black Laminate (Field-Tested),110.52
176263350,Knife,★ StatTrak™ Bowie Knife | Bright Water (Field-Tested),131.59
176263491,Knife,★ StatTrak™ Butterfly Knife | Bright Water (Field-Tested),1178.36
176263379,Knife,★ StatTrak™ Falchion Knife | Autotronic (Field-Tested),197.25
176263429,Knife,★ Falchion Knife | Lore (Battle-Scarred),210.3
176263426,Knife,★ Huntsman Knife | Black Laminate (Factory New),284.97
176263323,Knife,★ Bowie Knife | Autotronic (Well-Worn),167.39
176263316,Knife,★ StatTrak™ Huntsman Knife | Lore (Field-Tested),270.56
176263303,Knife,★ StatTrak™ Bowie Knife | Autotronic (Battle-Scarred),227.2
176263249,Knife,★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New),397.0
176263321,Knife,★ StatTrak™ Huntsman Knife | Autotronic (Battle-Scarred),200.46
176263630,Knife,★ StatTrak™ Huntsman Knife | Freehand (Minimal Wear),202.13
176263297,Knife,★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New),389.89
176263662,Knife,★ StatTrak™ Butterfly Knife | Gamma Doppler (Minimal Wear),1794.31
176263658,Knife,★ StatTrak™ Shadow Daggers | Autotronic (Battle-Scarred),114.14
176262903,Knife,★ StatTrak™ Huntsman Knife | Black Laminate (Well-Worn),194.56
176263119,Knife,★ Bowie Knife | Lore (Well-Worn),346.5
176263326,Knife,★ Falchion Knife | Freehand (Minimal Wear),219.68
176263378,Knife,★ Huntsman Knife | Autotronic (Minimal Wear),324.58
176263376,Knife,★ StatTrak™ Bowie Knife | Black Laminate (Field-Tested),159.25
176263251,Knife,★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New),320.88
176263556,Knife,★ Bowie Knife | Gamma Doppler (Minimal Wear),352.73
176263298,Knife,★ StatTrak™ Shadow Daggers | Black Laminate (Battle-Scarred),113.45
176263175,Knife,★ Butterfly Knife | Autotronic (Field-Tested),1545.16
176263261,Knife,★ StatTrak™ Falchion Knife | Freehand (Field-Tested),161.54
176263480,Knife,★ StatTrak™ Falchion Knife | Freehand (Minimal Wear),199.03
176263377,Knife,★ StatTrak™ Falchion Knife | Bright Water (Field-Tested),144.79
176263263,Knife,★ Huntsman Knife | Lore (Battle-Scarred),209.77
176263356,Knife,★ StatTrak™ Bowie Knife | Freehand (Field-Tested),163.52
176263133,Knife,★ StatTrak™ Falchion Knife | Black Laminate (Minimal Wear),137.19
176263657,Knife,★ StatTrak™ Shadow Daggers | Black Laminate (Minimal Wear),114.06
176263403,Knife,★ Huntsman Knife | Autotronic (Factory New),346.09
176263237,Knife,★ StatTrak™ Falchion Knife | Autotronic (Minimal Wear),212.68
176263494,Knife,★ Shadow Daggers | Freehand (Battle-Scarred),91.52
176263458,Knife,★ StatTrak™ Huntsman Knife | Black Laminate (Field-Tested),195.05
176263602,Knife,★ StatTrak™ Shadow Daggers | Lore (Well-Worn),131.64
176263411,Knife,★ Shadow Daggers | Gamma Doppler (Minimal Wear),252.03
176263592,Knife,★ StatTrak™ Huntsman Knife | Freehand (Factory New),203.2
176263371,Knife,★ StatTrak™ Bowie Knife | Black Laminate (Minimal Wear),181.29
176263597,Knife,★ StatTrak™ Bowie Knife | Freehand (Factory New),233.89
176263324,Knife,★ StatTrak™ Bowie Knife | Gamma Doppler (Factory New),373.15
176263172,Knife,★ Falchion Knife | Bright Water (Minimal Wear),175.44
176263197,Knife,★ Bowie Knife | Freehand (Field-Tested),215.3
176263322,Knife,★ Huntsman Knife | Lore (Factory New),445.64
176263519,Knife,★ StatTrak™ Falchion Knife | Black Laminate (Well-Worn),135.37
176263453,Knife,★ Bowie Knife | Bright Water (Well-Worn),126.44
176263369,Knife,★ StatTrak™ Shadow Daggers | Lore (Minimal Wear),196.45
176263211,Knife,★ StatTrak™ Huntsman Knife | Autotronic (Minimal Wear),284.83
176263693,Knife,★ Falchion Knife | Autotronic (Well-Worn),209.74
176263334,Knife,★ StatTrak™ Falchion Knife | Black Laminate (Field-Tested),149.29
176263466,Knife,★ Huntsman Knife | Freehand (Battle-Scarred),119.15
176263206,Knife,★ Falchion Knife | Freehand (Well-Worn),166.2
176263374,Knife,★ StatTrak™ Huntsman Knife | Lore (Factory New),450.96
176263545,Knife,★ StatTrak™ Butterfly Knife | Autotronic (Minimal Wear),1589.58
176263417,Knife,★ StatTrak™ Bowie Knife | Black Laminate (Battle-Scarred),167.84
176263354,Knife,★ StatTrak™ Bowie Knife | Lore (Factory New),916.08
176263330,Knife,★ StatTrak™ Butterfly Knife | Autotronic (Field-Tested),1415.26
176263802,Knife,★ StatTrak™ Shadow Daggers | Lore (Battle-Scarred),143.5
176263794,Knife,★ StatTrak™ Huntsman Knife | Bright Water (Minimal Wear),164.53
176263479,Knife,★ Bowie Knife | Bright Water (Battle-Scarred),104.88
176263654,Knife,★ StatTrak™ Butterfly Knife | Freehand (Field-Tested),850.0
176263591,Knife,★ StatTrak™ Huntsman Knife | Gamma Doppler (Minimal Wear),429.12
176263260,Knife,★ Falchion Knife | Autotronic (Factory New),285.65
176263148,Knife,★ StatTrak™ Bowie Knife | Freehand (Minimal Wear),200.0
176263553,Knife,★ Falchion Knife | Black Laminate (Factory New),197.5
176263894,Knife,★ Huntsman Knife | Bright Water (Battle-Scarred),110.28
176263881,Knife,★ StatTrak™ Huntsman Knife | Lore (Minimal Wear),372.59
176263470,Knife,★ Butterfly Knife | Autotronic (Well-Worn),1500.01
176263825,Knife,★ StatTrak™ Shadow Daggers | Lore (Factory New),420.57
176263682,Knife,★ StatTrak™ Huntsman Knife | Bright Water (Well-Worn),109.51
176263803,Knife,★ StatTrak™ Butterfly Knife | Black Laminate (Battle-Scarred),896.17
176263389,Knife,★ StatTrak™ Shadow Daggers | Black Laminate (Well-Worn),104.23
176263972,Knife,★ StatTrak™ Huntsman Knife | Bright Water (Battle-Scarred),132.53
176263963,Knife,★ StatTrak™ Shadow Daggers | Freehand (Minimal Wear),134.99
176263953,Knife,★ StatTrak™ Bowie Knife | Lore (Minimal Wear),364.91
176263912,Knife,★ StatTrak™ Falchion Knife | Bright Water (Minimal Wear),159.14
176263451,Knife,★ Shadow Daggers | Bright Water (Battle-Scarred),86.56
176263507,Knife,★ StatTrak™ Bowie Knife | Lore (Battle-Scarred),191.75
176263405,Knife,★ StatTrak™ Bowie Knife | Black Laminate (Well-Worn),151.53
176263467,Knife,★ Falchion Knife | Bright Water (Well-Worn),132.12
176263824,Knife,★ StatTrak™ Butterfly Knife | Lore (Well-Worn),1447.92
176263539,Knife,★ StatTrak™ Bowie Knife | Lore (Well-Worn),237.46
176263976,Knife,★ StatTrak™ Butterfly Knife | Freehand (Minimal Wear),1011.27
176263240,Knife,★ Falchion Knife | Freehand (Battle-Scarred),121.71
176263780,Knife,★ StatTrak™ Falchion Knife | Black Laminate (Battle-Scarred),134.32
176264127,Knife,★ Bowie Knife | Freehand (Battle-Scarred),121.08
176263930,Knife,★ StatTrak™ Butterfly Knife | Autotronic (Battle-Scarred),1071.38
176263768,Knife,★ StatTrak™ Bowie Knife | Autotronic (Factory New),
176263875,Knife,★ Butterfly Knife | Bright Water (Battle-Scarred),800.0
176263275,Knife,★ StatTrak™ Huntsman Knife | Black Laminate (Battle-Scarred),301.66
176264107,Knife,★ StatTrak™ Butterfly Knife | Bright Water (Battle-Scarred),
176263314,Knife,★ Falchion Knife | Lore (Well-Worn),179.99
176263234,Knife,★ StatTrak™ Shadow Daggers | Bright Water (Minimal Wear),100.85
